invoice_id,client_id,client_industry,invoice_amount,payment_terms_days,invoice_day_of_week,invoice_day_of_month,invoice_month,days_since_invoice_sent,client_avg_days_to_pay,client_late_payment_rate,client_total_invoices_before_this,amount_vs_client_avg,is_repeat_client,payment_status
INV-11360,CL-1009,Consulting,52000.0,15,1,20,8,22,14.4,0.05,27,0.81,True,on_time
INV-11361,CL-1010,Photography,126800.0,15,3,24,4,80,48.3,0.9,27,1.98,True,very_late
INV-11362,CL-1011,Copywriting,49700.0,30,1,11,3,4,21.1,0.05,27,0.69,True,on_time
INV-11363,CL-1012,Design,127200.0,15,2,5,2,59,14.4,0.05,27,1.99,True,very_late
INV-11364,CL-1013,Development,34200.0,15,6,11,4,37,67.0,0.9,27,1.43,True,very_late
INV-11365,CL-1014,Marketing,123400.0,45,4,6,10,70,23.1,0.05,27,0.77,True,late
INV-11366,CL-1015,Consulting,135400.0,15,3,28,9,62,21.6,0.05,27,1.54,True,very_late
INV-11367,CL-1016,Photography,97400.0,15,4,16,8,35,17.1,0.05,27,1.22,True,very_late
INV-11368,CL-1017,Copywriting,48100.0,30,5,28,4,31,22.2,0.05,27,2.0,True,on_time
INV-11369,CL-1018,Design,142300.0,45,1,19,3,73,25.3,0.05,27,0.89,True,late
INV-11370,CL-1019,Development,41300.0,30,0,2,8,64,45.1,0.9,27,1.72,True,very_late
INV-11371,CL-1020,Marketing,333000.0,45,3,16,12,12,25.3,0.05,27,1.16,True,on_time
INV-11372,CL-1021,Consulting,97500.0,15,0,18,1,88,55.5,0.5,27,1.02,True,very_late
INV-11373,CL-1022,Photography,9900.0,15,1,12,5,30,18.8,0.05,27,0.41,True,on_time
INV-11374,CL-1023,Copywriting,95800.0,15,0,16,11,39,16.2,0.05,27,1.09,True,late
INV-11375,CL-1024,Design,256400.0,30,6,19,12,74,27.4,0.05,27,1.14,True,late
INV-11376,CL-1025,Development,266200.0,30,3,25,3,90,18.7,0.05,27,1.85,True,very_late
INV-11377,CL-1026,Marketing,142700.0,30,5,15,12,81,15.3,0.05,27,0.85,True,very_late
INV-11378,CL-1027,Consulting,15600.0,45,0,13,12,42,46.5,0.833,27,0.97,True,late
INV-11379,CL-1028,Photography,257000.0,30,3,25,5,89,25.9,0.05,27,1.07,True,very_late
INV-11380,CL-1029,Copywriting,107700.0,45,4,26,4,87,22.5,0.05,27,0.67,True,very_late
INV-11381,CL-1030,Design,436300.0,30,5,2,9,86,25.3,0.05,27,1.25,True,very_late
INV-11382,CL-1031,Development,186100.0,15,0,13,6,59,24.2,0.05,27,1.37,True,very_late
INV-11383,CL-1032,Marketing,26200.0,30,2,6,11,71,53.0,0.167,27,1.09,True,very_late
INV-11384,CL-1033,Consulting,345900.0,45,5,25,4,17,27.6,0.05,27,0.99,True,on_time
INV-11385,CL-1034,Photography,120200.0,15,4,4,11,61,19.3,0.05,27,0.83,True,very_late
INV-11386,CL-1035,Copywriting,201000.0,45,6,23,4,28,21.7,0.05,27,0.93,True,on_time
INV-11387,CL-1036,Design,329000.0,30,4,22,7,35,25.6,0.05,27,0.94,True,on_time
INV-11388,CL-1037,Development,121300.0,30,2,15,8,64,22.7,0.05,27,0.84,True,late
INV-11389,CL-1038,Marketing,204800.0,15,3,23,9,86,26.1,0.05,27,0.91,True,very_late
INV-11390,CL-1039,Consulting,39100.0,30,3,20,6,86,38.9,0.167,27,0.98,True,very_late
INV-11391,CL-1040,Photography,65200.0,15,1,15,2,10,23.9,0.05,27,1.36,True,on_time
INV-11392,CL-1041,Copywriting,120800.0,15,2,3,2,21,45.7,0.167,27,0.66,True,on_time
INV-11393,CL-1042,Design,107900.0,45,1,16,3,26,34.7,0.167,27,0.84,True,on_time
INV-11394,CL-1043,Development,103900.0,45,0,10,7,87,18.1,0.05,27,0.76,True,very_late
INV-11395,CL-1044,Marketing,136400.0,15,3,12,7,56,46.2,0.167,27,0.85,True,very_late
INV-11396,CL-1045,Consulting,88700.0,15,2,7,2,2,17.3,0.05,27,1.23,True,on_time
INV-11397,CL-1046,Photography,20800.0,15,6,17,11,42,63.5,0.833,27,0.87,True,very_late
INV-11398,CL-1047,Copywriting,118700.0,30,5,21,6,62,17.9,0.05,27,0.99,True,late
INV-11399,CL-1048,Design,283500.0,45,4,27,9,56,22.9,0.05,27,1.22,True,on_time
INV-11400,CL-1049,Development,308600.0,45,1,26,5,21,19.1,0.05,27,0.88,True,on_time
INV-11401,CL-1000,Design,25600.0,15,3,12,5,6,23.0,0.05,28,1.07,True,late
INV-11402,CL-1001,Development,135600.0,30,3,6,10,20,14.4,0.05,28,1.13,True,on_time
INV-11403,CL-1002,Marketing,54200.0,30,1,6,12,88,17.9,0.05,28,0.97,True,very_late
INV-11404,CL-1003,Consulting,101100.0,15,1,8,2,5,17.1,0.05,28,0.97,True,on_time
INV-11405,CL-1004,Photography,55100.0,45,1,15,5,47,56.0,0.167,28,1.38,True,on_time
INV-11406,CL-1005,Copywriting,38400.0,45,5,2,11,40,23.5,0.05,28,0.96,True,on_time
INV-11407,CL-1006,Design,161700.0,15,2,15,9,20,58.4,0.333,28,1.84,True,on_time
INV-11408,CL-1007,Development,212700.0,15,0,13,8,18,33.0,0.167,28,1.9,True,on_time
INV-11409,CL-1008,Marketing,246200.0,30,1,1,12,69,19.9,0.05,28,1.18,True,very_late
INV-11410,CL-1009,Consulting,73500.0,30,5,23,5,60,14.4,0.05,28,1.15,True,late
INV-11411,CL-1010,Photography,58000.0,45,5,5,10,56,48.3,0.9,28,0.91,True,very_late
INV-11412,CL-1011,Copywriting,70800.0,15,5,16,1,17,21.1,0.05,28,0.98,True,on_time
INV-11413,CL-1012,Design,62800.0,15,2,1,7,79,14.4,0.05,28,0.98,True,very_late
INV-11414,CL-1013,Development,37100.0,30,2,3,6,7,67.0,0.9,28,1.55,True,very_late
INV-11415,CL-1014,Marketing,223200.0,15,4,17,4,35,23.1,0.05,28,1.4,True,on_time
INV-11416,CL-1015,Consulting,48500.0,15,4,28,8,86,21.6,0.05,28,0.55,True,very_late
INV-11417,CL-1016,Photography,138200.0,15,4,13,4,62,17.1,0.05,28,1.73,True,very_late
INV-11418,CL-1017,Copywriting,22000.0,45,4,2,11,46,22.2,0.05,28,0.92,True,on_time
INV-11419,CL-1018,Design,311600.0,45,6,14,6,49,25.3,0.05,28,1.95,True,on_time
INV-11420,CL-1019,Development,52200.0,30,2,12,5,57,45.1,0.9,28,2.17,True,late
INV-11421,CL-1020,Marketing,319400.0,15,1,24,8,53,25.3,0.05,28,1.11,True,very_late
INV-11422,CL-1021,Consulting,161000.0,30,1,26,12,54,55.5,0.5,28,1.68,True,late
INV-11423,CL-1022,Photography,25900.0,30,1,27,10,76,18.8,0.05,28,1.08,True,very_late
INV-11424,CL-1023,Copywriting,71600.0,15,2,16,9,42,16.2,0.05,28,0.81,True,late
INV-11425,CL-1024,Design,181100.0,45,6,13,2,0,27.4,0.05,28,0.81,True,on_time
INV-11426,CL-1025,Development,118900.0,30,3,6,9,59,18.7,0.05,28,0.83,True,late
INV-11427,CL-1026,Marketing,114100.0,15,1,6,7,37,15.3,0.05,28,0.68,True,late
INV-11428,CL-1027,Consulting,24500.0,15,6,27,5,74,46.5,0.833,28,1.53,True,very_late
INV-11429,CL-1028,Photography,186700.0,45,5,15,4,3,25.9,0.05,28,0.78,True,on_time
INV-11430,CL-1029,Copywriting,241800.0,15,2,10,11,81,22.5,0.05,28,1.51,True,very_late
INV-11431,CL-1030,Design,290600.0,45,5,10,7,22,25.3,0.05,28,0.83,True,on_time
INV-11432,CL-1031,Development,92500.0,45,5,8,1,15,24.2,0.05,28,0.68,True,on_time
INV-11433,CL-1032,Marketing,27700.0,30,0,20,12,46,53.0,0.167,28,1.15,True,on_time
INV-11434,CL-1033,Consulting,261000.0,45,3,28,5,80,27.6,0.05,28,0.75,True,late
INV-11435,CL-1034,Photography,173600.0,45,6,4,6,65,19.3,0.05,28,1.21,True,on_time
INV-11436,CL-1035,Copywriting,172800.0,15,6,9,3,74,21.7,0.05,28,0.8,True,late
INV-11437,CL-1036,Design,168600.0,30,3,23,3,45,25.6,0.05,28,0.48,True,on_time
INV-11438,CL-1037,Development,142400.0,30,2,14,11,45,22.7,0.05,28,0.99,True,late
INV-11439,CL-1038,Marketing,161400.0,30,4,21,2,65,26.1,0.05,28,0.72,True,late
INV-11440,CL-1039,Consulting,44300.0,45,1,25,2,76,38.9,0.167,28,1.11,True,late
INV-11441,CL-1040,Photography,21900.0,45,2,28,6,87,23.9,0.05,28,0.46,True,very_late
INV-11442,CL-1041,Copywriting,148800.0,30,5,23,12,46,45.7,0.167,28,0.81,True,late
INV-11443,CL-1042,Design,48900.0,45,2,27,3,1,34.7,0.167,28,0.38,True,on_time
INV-11444,CL-1043,Development,113100.0,30,2,25,8,52,18.1,0.05,28,0.83,True,late
INV-11445,CL-1044,Marketing,139800.0,15,0,7,3,64,46.2,0.167,28,0.87,True,very_late
INV-11446,CL-1045,Consulting,75600.0,15,6,18,10,88,17.3,0.05,28,1.05,True,very_late
INV-11447,CL-1046,Photography,31400.0,45,6,18,12,70,63.5,0.833,28,1.31,True,very_late
INV-11448,CL-1047,Copywriting,143400.0,15,3,15,2,14,17.9,0.05,28,1.2,True,on_time
INV-11449,CL-1048,Design,111900.0,15,3,12,5,88,22.9,0.05,28,0.48,True,very_late
INV-11450,CL-1049,Development,316500.0,30,4,17,6,22,19.1,0.05,28,0.9,True,on_time
INV-11451,CL-1000,Design,23600.0,15,5,27,2,28,23.0,0.05,29,0.98,True,on_time
INV-11452,CL-1001,Development,98300.0,45,1,23,4,39,14.4,0.05,29,0.82,True,on_time
INV-11453,CL-1002,Marketing,32900.0,15,0,14,12,14,17.9,0.05,29,0.59,True,on_time
INV-11454,CL-1003,Consulting,89900.0,30,6,14,1,25,17.1,0.05,29,0.86,True,on_time
INV-11455,CL-1004,Photography,34200.0,45,4,19,1,60,56.0,0.167,29,0.85,True,very_late
INV-11456,CL-1005,Copywriting,33200.0,30,0,3,5,85,23.5,0.05,29,0.83,True,very_late
INV-11457,CL-1006,Design,68100.0,15,6,4,10,26,58.4,0.333,29,0.77,True,on_time
INV-11458,CL-1007,Development,142400.0,15,1,22,6,3,33.0,0.167,29,1.27,True,very_late
INV-11459,CL-1008,Marketing,195600.0,45,2,19,6,45,19.9,0.05,29,0.94,True,on_time
INV-11460,CL-1009,Consulting,66200.0,45,6,24,10,30,14.4,0.05,29,1.03,True,on_time
INV-11461,CL-1010,Photography,49800.0,15,0,27,10,1,48.3,0.9,29,0.78,True,late
INV-11462,CL-1011,Copywriting,67300.0,45,1,10,3,68,21.1,0.05,29,0.93,True,very_late
INV-11463,CL-1012,Design,66100.0,45,0,7,9,90,14.4,0.05,29,1.03,True,very_late
INV-11464,CL-1013,Development,23000.0,45,4,6,8,86,67.0,0.9,29,0.96,True,very_late
INV-11465,CL-1014,Marketing,278000.0,15,6,12,7,54,23.1,0.05,29,1.74,True,late
INV-11466,CL-1015,Consulting,119300.0,15,3,4,6,15,21.6,0.05,29,1.36,True,on_time
INV-11467,CL-1016,Photography,58600.0,45,1,16,6,90,17.1,0.05,29,0.73,True,very_late
INV-11468,CL-1017,Copywriting,32600.0,45,0,3,6,63,22.2,0.05,29,1.36,True,late
INV-11469,CL-1018,Design,129500.0,30,3,20,12,39,25.3,0.05,29,0.81,True,on_time
INV-11470,CL-1019,Development,13500.0,30,1,18,7,37,45.1,0.9,29,0.56,True,on_time
INV-11471,CL-1020,Marketing,408200.0,30,1,28,2,60,25.3,0.05,29,1.42,True,late
INV-11472,CL-1021,Consulting,120100.0,30,1,1,11,62,55.5,0.5,29,1.25,True,late
INV-11473,CL-1022,Photography,26900.0,30,3,17,11,86,18.8,0.05,29,1.12,True,very_late
INV-11474,CL-1023,Copywriting,90700.0,15,3,13,12,75,16.2,0.05,29,1.03,True,very_late
INV-11475,CL-1024,Design,209800.0,45,1,3,6,25,27.4,0.05,29,0.94,True,on_time
INV-11476,CL-1025,Development,219600.0,45,6,13,2,29,18.7,0.05,29,1.52,True,on_time
INV-11477,CL-1026,Marketing,197800.0,45,3,9,12,74,15.3,0.05,29,1.18,True,late
INV-11478,CL-1027,Consulting,11500.0,45,3,12,8,85,46.5,0.833,29,0.72,True,late
INV-11479,CL-1028,Photography,332600.0,30,3,17,5,18,25.9,0.05,29,1.39,True,on_time
INV-11480,CL-1029,Copywriting,238100.0,15,0,9,8,63,22.5,0.05,29,1.49,True,very_late
INV-11481,CL-1030,Design,262300.0,15,0,4,12,6,25.3,0.05,29,0.75,True,on_time
INV-11482,CL-1031,Development,113000.0,30,5,1,3,48,24.2,0.05,29,0.83,True,on_time
INV-11483,CL-1032,Marketing,36800.0,30,1,10,10,79,53.0,0.167,29,1.53,True,very_late
INV-11484,CL-1033,Consulting,396000.0,15,5,25,9,63,27.6,0.05,29,1.13,True,very_late
INV-11485,CL-1034,Photography,76100.0,15,2,22,8,62,19.3,0.05,29,0.53,True,very_late
INV-11486,CL-1035,Copywriting,110600.0,45,2,26,9,69,21.7,0.05,29,0.51,True,very_late
INV-11487,CL-1036,Design,216800.0,15,3,4,7,57,25.6,0.05,29,0.62,True,very_late
INV-11488,CL-1037,Development,198100.0,30,3,15,1,4,22.7,0.05,29,1.38,True,on_time
INV-11489,CL-1038,Marketing,348600.0,45,6,25,5,90,26.1,0.05,29,1.56,True,very_late
INV-11490,CL-1039,Consulting,48400.0,30,1,10,12,49,38.9,0.167,29,1.21,True,on_time
INV-11491,CL-1040,Photography,52600.0,15,4,22,8,84,23.9,0.05,29,1.1,True,very_late
INV-11492,CL-1041,Copywriting,237800.0,45,4,16,8,71,45.7,0.167,29,1.29,True,late
INV-11493,CL-1042,Design,71700.0,45,0,13,5,63,34.7,0.167,29,0.56,True,on_time
INV-11494,CL-1043,Development,130300.0,30,4,22,6,36,18.1,0.05,29,0.96,True,on_time
INV-11495,CL-1044,Marketing,107700.0,15,4,2,3,46,46.2,0.167,29,0.67,True,late
INV-11496,CL-1045,Consulting,122400.0,45,4,1,11,43,17.3,0.05,29,1.7,True,on_time
INV-11497,CL-1046,Photography,24600.0,30,2,12,7,44,63.5,0.833,29,1.02,True,very_late
INV-11498,CL-1047,Copywriting,86000.0,15,1,8,11,39,17.9,0.05,29,0.72,True,late
INV-11499,CL-1048,Design,253900.0,45,0,28,5,14,22.9,0.05,29,1.09,True,on_time
INV-11500,CL-1049,Development,393400.0,15,4,11,1,58,19.1,0.05,29,1.12,True,very_late
INV-11501,CL-1000,Design,12300.0,30,4,17,7,34,23.0,0.05,30,0.51,True,very_late
INV-11502,CL-1001,Development,103800.0,30,4,1,6,48,14.4,0.05,30,0.86,True,on_time
INV-11503,CL-1002,Marketing,68000.0,30,4,4,8,12,17.9,0.05,30,1.21,True,on_time
INV-11504,CL-1003,Consulting,123300.0,15,2,16,9,85,17.1,0.05,30,1.19,True,very_late
INV-11505,CL-1004,Photography,58400.0,45,2,12,7,25,56.0,0.167,30,1.46,True,on_time
INV-11506,CL-1005,Copywriting,38700.0,15,6,28,9,27,23.5,0.05,30,0.97,True,on_time
INV-11507,CL-1006,Design,56100.0,15,2,19,7,28,58.4,0.333,30,0.64,True,on_time
INV-11508,CL-1007,Development,91300.0,15,5,28,10,12,33.0,0.167,30,0.82,True,on_time
INV-11509,CL-1008,Marketing,122200.0,30,0,19,9,60,19.9,0.05,30,0.59,True,late
INV-11510,CL-1009,Consulting,54700.0,30,6,3,11,38,14.4,0.05,30,0.85,True,on_time
INV-11511,CL-1010,Photography,97400.0,30,3,22,9,40,48.3,0.9,30,1.52,True,very_late
INV-11512,CL-1011,Copywriting,62300.0,30,2,20,9,58,21.1,0.05,30,0.87,True,late
INV-11513,CL-1012,Design,33300.0,45,1,1,11,90,14.4,0.05,30,0.52,True,very_late
INV-11514,CL-1013,Development,25700.0,15,4,16,4,84,67.0,0.9,30,1.07,True,very_late
INV-11515,CL-1014,Marketing,133900.0,45,3,9,11,68,23.1,0.05,30,0.84,True,late
INV-11516,CL-1015,Consulting,36800.0,30,4,24,11,7,21.6,0.05,30,0.42,True,on_time
INV-11517,CL-1016,Photography,93800.0,30,3,5,4,19,17.1,0.05,30,1.17,True,on_time
INV-11518,CL-1017,Copywriting,24500.0,30,6,14,7,40,22.2,0.05,30,1.02,True,on_time
INV-11519,CL-1018,Design,141900.0,15,5,7,7,34,25.3,0.05,30,0.89,True,on_time
INV-11520,CL-1019,Development,17100.0,45,1,9,11,76,45.1,0.9,30,0.71,True,very_late
INV-11521,CL-1020,Marketing,356600.0,15,0,5,4,3,25.3,0.05,30,1.24,True,on_time
INV-11522,CL-1021,Consulting,78200.0,30,3,16,9,55,55.5,0.5,30,0.81,True,very_late
INV-11523,CL-1022,Photography,30800.0,15,1,6,5,17,18.8,0.05,30,1.28,True,late
INV-11524,CL-1023,Copywriting,132000.0,30,5,18,3,82,16.2,0.05,30,1.5,True,very_late
INV-11525,CL-1024,Design,260000.0,45,3,26,1,7,27.4,0.05,30,1.16,True,on_time
INV-11526,CL-1025,Development,89100.0,15,2,20,5,8,18.7,0.05,30,0.62,True,on_time
INV-11527,CL-1026,Marketing,151900.0,30,2,22,11,11,15.3,0.05,30,0.9,True,on_time
INV-11528,CL-1027,Consulting,29400.0,45,6,5,4,14,46.5,0.833,30,1.84,True,late
INV-11529,CL-1028,Photography,197600.0,45,0,17,11,74,25.9,0.05,30,0.82,True,late
INV-11530,CL-1029,Copywriting,105000.0,45,2,16,2,30,22.5,0.05,30,0.66,True,on_time
INV-11531,CL-1030,Design,391100.0,30,2,27,10,49,25.3,0.05,30,1.12,True,on_time
INV-11532,CL-1031,Development,131600.0,45,1,14,4,18,24.2,0.05,30,0.97,True,on_time
INV-11533,CL-1032,Marketing,14100.0,15,2,15,7,32,53.0,0.167,30,0.59,True,on_time
INV-11534,CL-1033,Consulting,500000.0,15,3,18,6,89,27.6,0.05,30,1.43,True,very_late
INV-11535,CL-1034,Photography,155800.0,30,4,14,8,87,19.3,0.05,30,1.08,True,very_late
INV-11536,CL-1035,Copywriting,138500.0,30,6,5,6,60,21.7,0.05,30,0.64,True,late
INV-11537,CL-1036,Design,375700.0,30,0,21,10,4,25.6,0.05,30,1.07,True,on_time
INV-11538,CL-1037,Development,111400.0,45,6,2,12,85,22.7,0.05,30,0.77,True,very_late
INV-11539,CL-1038,Marketing,293800.0,45,3,10,11,89,26.1,0.05,30,1.31,True,very_late
INV-11540,CL-1039,Consulting,43400.0,45,0,18,4,56,38.9,0.167,30,1.08,True,on_time
INV-11541,CL-1040,Photography,73100.0,30,2,10,2,30,23.9,0.05,30,1.52,True,on_time
INV-11542,CL-1041,Copywriting,92400.0,15,3,21,6,82,45.7,0.167,30,0.5,True,very_late
INV-11543,CL-1042,Design,119900.0,15,2,28,2,62,34.7,0.167,30,0.94,True,very_late
INV-11544,CL-1043,Development,133300.0,30,6,11,12,54,18.1,0.05,30,0.98,True,late
INV-11545,CL-1044,Marketing,80800.0,15,6,6,12,33,46.2,0.167,30,0.51,True,on_time
INV-11546,CL-1045,Consulting,38100.0,30,3,20,12,70,17.3,0.05,30,0.53,True,very_late
INV-11547,CL-1046,Photography,23200.0,30,5,1,1,82,63.5,0.833,30,0.97,True,very_late
INV-11548,CL-1047,Copywriting,88700.0,45,3,26,11,17,17.9,0.05,30,0.74,True,very_late
INV-11549,CL-1048,Design,334100.0,15,5,10,6,73,22.9,0.05,30,1.44,True,late
INV-11550,CL-1049,Development,334500.0,15,1,17,12,83,19.1,0.05,30,0.96,True,very_late
INV-11551,CL-1000,Design,18700.0,45,5,14,6,57,23.0,0.05,31,0.78,True,on_time
INV-11552,CL-1001,Development,213800.0,45,1,9,3,87,14.4,0.05,31,1.78,True,very_late
INV-11553,CL-1002,Marketing,43400.0,30,6,10,4,10,17.9,0.05,31,0.78,True,on_time
INV-11554,CL-1003,Consulting,66100.0,15,3,13,10,28,17.1,0.05,31,0.64,True,very_late
INV-11555,CL-1004,Photography,46800.0,15,4,21,10,80,56.0,0.167,31,1.17,True,very_late
INV-11556,CL-1005,Copywriting,26600.0,15,3,7,5,89,23.5,0.05,31,0.67,True,very_late
INV-11557,CL-1006,Design,79200.0,15,3,20,7,76,58.4,0.333,31,0.9,True,very_late
INV-11558,CL-1007,Development,128300.0,15,2,6,10,15,33.0,0.167,31,1.15,True,very_late
INV-11559,CL-1008,Marketing,194300.0,45,3,25,8,86,19.9,0.05,31,0.93,True,very_late
INV-11560,CL-1009,Consulting,92400.0,15,5,7,4,34,14.4,0.05,31,1.44,True,on_time
INV-11561,CL-1010,Photography,54000.0,30,3,5,7,26,48.3,0.9,31,0.84,True,late
INV-11562,CL-1011,Copywriting,85500.0,30,5,22,4,53,21.1,0.05,31,1.19,True,late
INV-11563,CL-1012,Design,61000.0,15,0,10,5,30,14.4,0.05,31,0.95,True,on_time
INV-11564,CL-1013,Development,12300.0,15,2,19,11,82,67.0,0.9,31,0.51,True,very_late
INV-11565,CL-1014,Marketing,164100.0,15,3,5,6,88,23.1,0.05,31,1.03,True,very_late
INV-11566,CL-1015,Consulting,85300.0,15,5,13,12,54,21.6,0.05,31,0.97,True,very_late
INV-11567,CL-1016,Photography,43600.0,30,0,4,9,7,17.1,0.05,31,0.55,True,late
INV-11568,CL-1017,Copywriting,24300.0,15,3,12,10,85,22.2,0.05,31,1.01,True,very_late
INV-11569,CL-1018,Design,223200.0,45,5,24,1,0,25.3,0.05,31,1.4,True,on_time
INV-11570,CL-1019,Development,28300.0,45,3,10,7,85,45.1,0.9,31,1.18,True,very_late
INV-11571,CL-1020,Marketing,387400.0,45,0,19,3,33,25.3,0.05,31,1.35,True,on_time
INV-11572,CL-1021,Consulting,92700.0,30,2,15,3,11,55.5,0.5,31,0.97,True,very_late
INV-11573,CL-1022,Photography,27900.0,45,3,5,5,14,18.8,0.05,31,1.16,True,on_time
INV-11574,CL-1023,Copywriting,68700.0,15,3,28,5,46,16.2,0.05,31,0.78,True,late
INV-11575,CL-1024,Design,215500.0,30,2,20,5,66,27.4,0.05,31,0.96,True,very_late
INV-11576,CL-1025,Development,193400.0,15,2,24,8,19,18.7,0.05,31,1.34,True,on_time
INV-11577,CL-1026,Marketing,60700.0,45,5,26,8,6,15.3,0.05,31,0.36,True,on_time
INV-11578,CL-1027,Consulting,11100.0,15,1,6,1,60,46.5,0.833,31,0.69,True,very_late
INV-11579,CL-1028,Photography,155600.0,45,3,14,2,63,25.9,0.05,31,0.65,True,late
INV-11580,CL-1029,Copywriting,254700.0,30,5,18,8,58,22.5,0.05,31,1.59,True,late
INV-11581,CL-1030,Design,283100.0,45,6,5,2,44,25.3,0.05,31,0.81,True,on_time
INV-11582,CL-1031,Development,115800.0,30,1,27,3,65,24.2,0.05,31,0.85,True,late
INV-11583,CL-1032,Marketing,16000.0,45,5,19,4,74,53.0,0.167,31,0.67,True,late
INV-11584,CL-1033,Consulting,305400.0,15,4,25,10,23,27.6,0.05,31,0.87,True,on_time
INV-11585,CL-1034,Photography,139200.0,15,1,25,8,86,19.3,0.05,31,0.97,True,very_late
INV-11586,CL-1035,Copywriting,155100.0,30,0,10,11,87,21.7,0.05,31,0.72,True,very_late
INV-11587,CL-1036,Design,220700.0,30,4,4,6,19,25.6,0.05,31,0.63,True,late
INV-11588,CL-1037,Development,101400.0,30,6,23,11,61,22.7,0.05,31,0.7,True,late
INV-11589,CL-1038,Marketing,134100.0,30,4,22,1,42,26.1,0.05,31,0.6,True,on_time
INV-11590,CL-1039,Consulting,56300.0,45,4,15,6,72,38.9,0.167,31,1.41,True,late
INV-11591,CL-1040,Photography,67600.0,15,6,21,5,41,23.9,0.05,31,1.41,True,late
INV-11592,CL-1041,Copywriting,125000.0,45,0,18,10,48,45.7,0.167,31,0.68,True,on_time
INV-11593,CL-1042,Design,97400.0,30,1,8,7,11,34.7,0.167,31,0.76,True,very_late
INV-11594,CL-1043,Development,89500.0,15,1,13,7,36,18.1,0.05,31,0.66,True,late
INV-11595,CL-1044,Marketing,218700.0,45,1,4,5,62,46.2,0.167,31,1.37,True,on_time
INV-11596,CL-1045,Consulting,62400.0,45,6,10,11,77,17.3,0.05,31,0.87,True,late
INV-11597,CL-1046,Photography,53300.0,45,0,27,6,65,63.5,0.833,31,2.22,True,very_late
INV-11598,CL-1047,Copywriting,70100.0,30,3,16,5,72,17.9,0.05,31,0.58,True,very_late
INV-11599,CL-1048,Design,297700.0,15,6,14,6,78,22.9,0.05,31,1.28,True,very_late
INV-11600,CL-1049,Development,307200.0,45,3,3,1,65,19.1,0.05,31,0.88,True,on_time
INV-11601,CL-1000,Design,25600.0,30,5,8,11,87,23.0,0.05,32,1.07,True,very_late
INV-11602,CL-1001,Development,129700.0,30,4,21,11,67,14.4,0.05,32,1.08,True,late
INV-11603,CL-1002,Marketing,40100.0,30,3,3,8,38,17.9,0.05,32,0.72,True,on_time
INV-11604,CL-1003,Consulting,79400.0,15,5,10,4,66,17.1,0.05,32,0.76,True,very_late
INV-11605,CL-1004,Photography,54800.0,45,0,18,2,5,56.0,0.167,32,1.37,True,on_time
INV-11606,CL-1005,Copywriting,60500.0,45,3,14,2,59,23.5,0.05,32,1.51,True,on_time
INV-11607,CL-1006,Design,157700.0,45,6,9,6,32,58.4,0.333,32,1.79,True,very_late
INV-11608,CL-1007,Development,144900.0,45,0,4,12,84,33.0,0.167,32,1.29,True,very_late
INV-11609,CL-1008,Marketing,116500.0,15,6,13,1,10,19.9,0.05,32,0.56,True,on_time
INV-11610,CL-1009,Consulting,49500.0,45,2,11,10,58,14.4,0.05,32,0.77,True,on_time
INV-11611,CL-1010,Photography,44300.0,30,4,26,5,43,48.3,0.9,32,0.69,True,on_time
INV-11612,CL-1011,Copywriting,116300.0,15,1,6,2,77,21.1,0.05,32,1.62,True,very_late
INV-11613,CL-1012,Design,70700.0,45,0,14,9,2,14.4,0.05,32,1.1,True,very_late
INV-11614,CL-1013,Development,17800.0,15,0,6,11,61,67.0,0.9,32,0.74,True,very_late
INV-11615,CL-1014,Marketing,210200.0,30,6,22,12,77,23.1,0.05,32,1.31,True,very_late
INV-11616,CL-1015,Consulting,76000.0,30,4,27,10,46,21.6,0.05,32,0.86,True,on_time
INV-11617,CL-1016,Photography,55000.0,45,5,13,5,11,17.1,0.05,32,0.69,True,on_time
INV-11618,CL-1017,Copywriting,15300.0,15,1,4,1,89,22.2,0.05,32,0.64,True,very_late
INV-11619,CL-1018,Design,227600.0,15,1,16,11,18,25.3,0.05,32,1.42,True,on_time
INV-11620,CL-1019,Development,25600.0,30,6,21,9,24,45.1,0.9,32,1.07,True,very_late
INV-11621,CL-1020,Marketing,289300.0,30,1,16,7,2,25.3,0.05,32,1.0,True,very_late
INV-11622,CL-1021,Consulting,53500.0,15,5,23,8,62,55.5,0.5,32,0.56,True,very_late
INV-11623,CL-1022,Photography,22600.0,30,4,8,4,37,18.8,0.05,32,0.94,True,on_time
INV-11624,CL-1023,Copywriting,102700.0,30,0,11,1,13,16.2,0.05,32,1.17,True,on_time
INV-11625,CL-1024,Design,242700.0,45,3,14,8,74,27.4,0.05,32,1.08,True,late
INV-11626,CL-1025,Development,177900.0,45,2,2,8,51,18.7,0.05,32,1.24,True,on_time
INV-11627,CL-1026,Marketing,210100.0,45,5,20,11,62,15.3,0.05,32,1.25,True,on_time
INV-11628,CL-1027,Consulting,18200.0,15,4,1,7,73,46.5,0.833,32,1.14,True,very_late
INV-11629,CL-1028,Photography,176300.0,15,2,21,7,60,25.9,0.05,32,0.73,True,very_late
INV-11630,CL-1029,Copywriting,242400.0,45,5,12,8,89,22.5,0.05,32,1.51,True,very_late
INV-11631,CL-1030,Design,322000.0,15,2,24,4,60,25.3,0.05,32,0.92,True,very_late
